"geneSymbol","BCK_eIF4E_RIP_2016.csv~1","JC list_4E interaction proteins.csv~1","MG_eIF4E_OE_DSG_2018.csv~1"
"TBC1D14","BCK_eIF4E_RIP_2016.csv~1.1519",NA,NA
"TBC1D17","BCK_eIF4E_RIP_2016.csv~1.1315",NA,NA
"TBC1D20","BCK_eIF4E_RIP_2016.csv~1.2574",NA,NA
"TBC1D22B","BCK_eIF4E_RIP_2016.csv~1.1021",NA,NA
"TBC1D24","BCK_eIF4E_RIP_2016.csv~1.966",NA,NA
"TBC1D25","BCK_eIF4E_RIP_2016.csv~1.3276",NA,NA
"TBC1D2B","BCK_eIF4E_RIP_2016.csv~1.2518",NA,NA
"TBC1D4","BCK_eIF4E_RIP_2016.csv~1.107",NA,NA
"TBC1D9B","BCK_eIF4E_RIP_2016.csv~1.1146",NA,NA
"TBCD","BCK_eIF4E_RIP_2016.csv~1.675",NA,NA
"TBKBP1","BCK_eIF4E_RIP_2016.csv~1.2063",NA,NA
"TBL1X","BCK_eIF4E_RIP_2016.csv~1.2173",NA,NA
"TBL2","BCK_eIF4E_RIP_2016.csv~1.472",NA,NA
"TBP","BCK_eIF4E_RIP_2016.csv~1.1193",NA,NA
"TBRG1","BCK_eIF4E_RIP_2016.csv~1.138",NA,NA
"TBX19","BCK_eIF4E_RIP_2016.csv~1.3547",NA,NA
"TBX6","BCK_eIF4E_RIP_2016.csv~1.1884",NA,NA
"TCAP","BCK_eIF4E_RIP_2016.csv~1.3708",NA,NA
"TCEB3","BCK_eIF4E_RIP_2016.csv~1.1398",NA,NA
"TCERG1","BCK_eIF4E_RIP_2016.csv~1.749",NA,NA
"TCF20","BCK_eIF4E_RIP_2016.csv~1.2604",NA,"MG_eIF4E_OE_DSG_2018.csv~1.217"
"TCF25","BCK_eIF4E_RIP_2016.csv~1.2010",NA,NA
"TCF3","BCK_eIF4E_RIP_2016.csv~1.2334",NA,NA
"TCF7L1","BCK_eIF4E_RIP_2016.csv~1.3849",NA,NA
"TCF7L2","BCK_eIF4E_RIP_2016.csv~1.1618",NA,NA
"TCHP","BCK_eIF4E_RIP_2016.csv~1.3393",NA,NA
"TCIRG1","BCK_eIF4E_RIP_2016.csv~1.1293",NA,NA
"TCL6","BCK_eIF4E_RIP_2016.csv~1.600",NA,NA
"TCOF1","BCK_eIF4E_RIP_2016.csv~1.1696",NA,NA
"TCP11L1","BCK_eIF4E_RIP_2016.csv~1.1715",NA,NA
"TCTN2","BCK_eIF4E_RIP_2016.csv~1.2580",NA,NA
"TCTN3","BCK_eIF4E_RIP_2016.csv~1.706",NA,NA
"TDRKH","BCK_eIF4E_RIP_2016.csv~1.3004",NA,NA
"TEAD2","BCK_eIF4E_RIP_2016.csv~1.3012",NA,NA
"TECPR1","BCK_eIF4E_RIP_2016.csv~1.610",NA,NA
"TECPR2","BCK_eIF4E_RIP_2016.csv~1.3326",NA,NA
"TECR","BCK_eIF4E_RIP_2016.csv~1.1116",NA,NA
"TEN1-CDK3","BCK_eIF4E_RIP_2016.csv~1.3435",NA,NA
"TEP1","BCK_eIF4E_RIP_2016.csv~1.1651",NA,NA
"TERF2","BCK_eIF4E_RIP_2016.csv~1.2704",NA,NA
"TERT","BCK_eIF4E_RIP_2016.csv~1.1980",NA,NA
"TESC","BCK_eIF4E_RIP_2016.csv~1.3444",NA,NA
"TESK1","BCK_eIF4E_RIP_2016.csv~1.593",NA,NA
"TESPA1","BCK_eIF4E_RIP_2016.csv~1.224",NA,NA
"TET3","BCK_eIF4E_RIP_2016.csv~1.2483",NA,NA
"TEX261","BCK_eIF4E_RIP_2016.csv~1.2066",NA,NA
"TEX29","BCK_eIF4E_RIP_2016.csv~1.3687",NA,NA
"TFCP2","BCK_eIF4E_RIP_2016.csv~1.3539",NA,NA
"TFDP1","BCK_eIF4E_RIP_2016.csv~1.1456",NA,NA
"TFE3","BCK_eIF4E_RIP_2016.csv~1.3168",NA,NA
"TFIP11","BCK_eIF4E_RIP_2016.csv~1.2474",NA,NA
"TFPT","BCK_eIF4E_RIP_2016.csv~1.1822",NA,NA
"TFR2","BCK_eIF4E_RIP_2016.csv~1.1289",NA,NA
"TG","BCK_eIF4E_RIP_2016.csv~1.3660",NA,NA
"TGFB3","BCK_eIF4E_RIP_2016.csv~1.3409",NA,NA
"TGFBRAP1","BCK_eIF4E_RIP_2016.csv~1.1668",NA,NA
"TGM1","BCK_eIF4E_RIP_2016.csv~1.3586",NA,NA
"TGOLN2","BCK_eIF4E_RIP_2016.csv~1.1801",NA,NA
"THAP8","BCK_eIF4E_RIP_2016.csv~1.2273",NA,NA
"THBS3","BCK_eIF4E_RIP_2016.csv~1.1268",NA,NA
"THOC5","BCK_eIF4E_RIP_2016.csv~1.2126",NA,NA
"THPO","BCK_eIF4E_RIP_2016.csv~1.3526",NA,NA
"THRA","BCK_eIF4E_RIP_2016.csv~1.2926",NA,NA
"THRAP3","BCK_eIF4E_RIP_2016.csv~1.1350",NA,NA
"TIAF1","BCK_eIF4E_RIP_2016.csv~1.3827",NA,NA
"TICAM1","BCK_eIF4E_RIP_2016.csv~1.3010",NA,NA
"TICRR","BCK_eIF4E_RIP_2016.csv~1.2379",NA,NA
"TIMELESS","BCK_eIF4E_RIP_2016.csv~1.1111",NA,NA
"TIMM10B","BCK_eIF4E_RIP_2016.csv~1.471",NA,NA
"TIMM23B","BCK_eIF4E_RIP_2016.csv~1.3119",NA,NA
"TIMM44","BCK_eIF4E_RIP_2016.csv~1.2687",NA,NA
"TINCR","BCK_eIF4E_RIP_2016.csv~1.3811",NA,NA
"TIRAP","BCK_eIF4E_RIP_2016.csv~1.3359",NA,NA
"TJAP1","BCK_eIF4E_RIP_2016.csv~1.3051",NA,NA
"TJP2","BCK_eIF4E_RIP_2016.csv~1.2468",NA,NA
"TK2","BCK_eIF4E_RIP_2016.csv~1.2671",NA,NA
"TLDC2","BCK_eIF4E_RIP_2016.csv~1.3510",NA,NA
"TLE3","BCK_eIF4E_RIP_2016.csv~1.1161",NA,NA
"TLE4","BCK_eIF4E_RIP_2016.csv~1.419",NA,NA
"TLK2","BCK_eIF4E_RIP_2016.csv~1.349",NA,NA
"TLN1","BCK_eIF4E_RIP_2016.csv~1.1903",NA,NA
"TLN2","BCK_eIF4E_RIP_2016.csv~1.3533",NA,NA
"TM9SF4","BCK_eIF4E_RIP_2016.csv~1.1976",NA,NA
"TMBIM6","BCK_eIF4E_RIP_2016.csv~1.137",NA,NA
"TMC5","BCK_eIF4E_RIP_2016.csv~1.1960",NA,NA
"TMC8","BCK_eIF4E_RIP_2016.csv~1.955",NA,NA
"TMCO3","BCK_eIF4E_RIP_2016.csv~1.3103",NA,NA
"TMEM104","BCK_eIF4E_RIP_2016.csv~1.2322",NA,NA
"TMEM106A","BCK_eIF4E_RIP_2016.csv~1.2950",NA,NA
"TMEM108","BCK_eIF4E_RIP_2016.csv~1.2915",NA,NA
"TMEM110","BCK_eIF4E_RIP_2016.csv~1.3185",NA,NA
"TMEM120A","BCK_eIF4E_RIP_2016.csv~1.2160",NA,NA
"TMEM143","BCK_eIF4E_RIP_2016.csv~1.1230",NA,NA
"TMEM145","BCK_eIF4E_RIP_2016.csv~1.2879",NA,NA
"TMEM175","BCK_eIF4E_RIP_2016.csv~1.2798",NA,NA
"TMEM178A","BCK_eIF4E_RIP_2016.csv~1.3833",NA,NA
"TMEM180","BCK_eIF4E_RIP_2016.csv~1.1752",NA,NA
"TMEM183A","BCK_eIF4E_RIP_2016.csv~1.3175",NA,NA
"TMEM184B","BCK_eIF4E_RIP_2016.csv~1.3235",NA,NA
"TMEM189","BCK_eIF4E_RIP_2016.csv~1.3320",NA,NA
"TMEM198","BCK_eIF4E_RIP_2016.csv~1.3543",NA,NA
"TMEM198B","BCK_eIF4E_RIP_2016.csv~1.1583",NA,NA
"TMEM2","BCK_eIF4E_RIP_2016.csv~1.2975",NA,NA
"TMEM201","BCK_eIF4E_RIP_2016.csv~1.897",NA,NA
"TMEM204","BCK_eIF4E_RIP_2016.csv~1.3850",NA,NA
"TMEM214","BCK_eIF4E_RIP_2016.csv~1.1522",NA,NA
"TMEM248","BCK_eIF4E_RIP_2016.csv~1.423",NA,NA
"TMEM259","BCK_eIF4E_RIP_2016.csv~1.1971",NA,NA
"TMEM43","BCK_eIF4E_RIP_2016.csv~1.2813",NA,NA
"TMEM44","BCK_eIF4E_RIP_2016.csv~1.3050",NA,NA
"TMEM50B","BCK_eIF4E_RIP_2016.csv~1.519",NA,NA
"TMEM63A","BCK_eIF4E_RIP_2016.csv~1.2806",NA,NA
"TMEM63B","BCK_eIF4E_RIP_2016.csv~1.2948",NA,NA
"TMEM63C","BCK_eIF4E_RIP_2016.csv~1.3203",NA,NA
"TMEM80","BCK_eIF4E_RIP_2016.csv~1.3243",NA,NA
"TMEM81","BCK_eIF4E_RIP_2016.csv~1.3655",NA,NA
"TMEM86B","BCK_eIF4E_RIP_2016.csv~1.2856",NA,NA
"TMEM8A","BCK_eIF4E_RIP_2016.csv~1.1244",NA,NA
"TMEM8B","BCK_eIF4E_RIP_2016.csv~1.3503",NA,NA
"TMF1","BCK_eIF4E_RIP_2016.csv~1.68",NA,NA
"TMOD2","BCK_eIF4E_RIP_2016.csv~1.1251",NA,NA
"TMOD4","BCK_eIF4E_RIP_2016.csv~1.3789",NA,NA
"TMPRSS9","BCK_eIF4E_RIP_2016.csv~1.2666",NA,NA
"TMTC2","BCK_eIF4E_RIP_2016.csv~1.361",NA,NA
"TMTC4","BCK_eIF4E_RIP_2016.csv~1.231",NA,NA
"TNFAIP1","BCK_eIF4E_RIP_2016.csv~1.2412",NA,NA
"TNFAIP3","BCK_eIF4E_RIP_2016.csv~1.3081",NA,NA
"TNFRSF10A","BCK_eIF4E_RIP_2016.csv~1.451",NA,NA
"TNFRSF10B","BCK_eIF4E_RIP_2016.csv~1.1650",NA,NA
"TNFRSF14","BCK_eIF4E_RIP_2016.csv~1.1780",NA,NA
"TNIP1","BCK_eIF4E_RIP_2016.csv~1.1672",NA,NA
"TNIP2","BCK_eIF4E_RIP_2016.csv~1.2219",NA,NA
"TNK2","BCK_eIF4E_RIP_2016.csv~1.2660",NA,NA
"TNKS1BP1","BCK_eIF4E_RIP_2016.csv~1.1879",NA,NA
"TNNT3","BCK_eIF4E_RIP_2016.csv~1.3695",NA,NA
"TNPO2","BCK_eIF4E_RIP_2016.csv~1.1155",NA,NA
"TNPO3","BCK_eIF4E_RIP_2016.csv~1.40",NA,NA
"TNRC18","BCK_eIF4E_RIP_2016.csv~1.1341",NA,NA
"TNRC6A","BCK_eIF4E_RIP_2016.csv~1.1756",NA,NA
"TNRC6B","BCK_eIF4E_RIP_2016.csv~1.912",NA,NA
"TNRC6C","BCK_eIF4E_RIP_2016.csv~1.3334",NA,NA
"TNRC6C-AS1","BCK_eIF4E_RIP_2016.csv~1.3411",NA,NA
"TNS1","BCK_eIF4E_RIP_2016.csv~1.2169",NA,NA
"TNS3","BCK_eIF4E_RIP_2016.csv~1.339",NA,NA
"TNXB","BCK_eIF4E_RIP_2016.csv~1.3430",NA,NA
"TOM1L2","BCK_eIF4E_RIP_2016.csv~1.2476",NA,NA
"TOMM34","BCK_eIF4E_RIP_2016.csv~1.2493",NA,NA
"TOP1","BCK_eIF4E_RIP_2016.csv~1.598",NA,NA
"TOP1MT","BCK_eIF4E_RIP_2016.csv~1.3546",NA,NA
"TOP3A","BCK_eIF4E_RIP_2016.csv~1.1877",NA,NA
"TOP3B","BCK_eIF4E_RIP_2016.csv~1.947",NA,NA
"TOX4","BCK_eIF4E_RIP_2016.csv~1.1379",NA,NA
"TP53","BCK_eIF4E_RIP_2016.csv~1.574",NA,NA
"TP53BP1","BCK_eIF4E_RIP_2016.csv~1.1465",NA,NA
"TP53BP2","BCK_eIF4E_RIP_2016.csv~1.2035",NA,NA
"TP53I11","BCK_eIF4E_RIP_2016.csv~1.3635",NA,NA
"TP53I13","BCK_eIF4E_RIP_2016.csv~1.2143",NA,NA
"TP73","BCK_eIF4E_RIP_2016.csv~1.2250",NA,NA
"TP73-AS1","BCK_eIF4E_RIP_2016.csv~1.313",NA,NA
"TPCN1","BCK_eIF4E_RIP_2016.csv~1.2031",NA,NA
"TPCN2","BCK_eIF4E_RIP_2016.csv~1.754",NA,"MG_eIF4E_OE_DSG_2018.csv~1.335"
"TPM2","BCK_eIF4E_RIP_2016.csv~1.3245",NA,NA
"TPM3P9","BCK_eIF4E_RIP_2016.csv~1.3259",NA,NA
"TPM4","BCK_eIF4E_RIP_2016.csv~1.2884",NA,NA
"TPP1","BCK_eIF4E_RIP_2016.csv~1.2463",NA,NA
"TPPP","BCK_eIF4E_RIP_2016.csv~1.3310",NA,NA
"TPRA1","BCK_eIF4E_RIP_2016.csv~1.577",NA,NA
"TPT1-AS1","BCK_eIF4E_RIP_2016.csv~1.2601",NA,NA
"TPX2","BCK_eIF4E_RIP_2016.csv~1.260",NA,NA
"TRABD","BCK_eIF4E_RIP_2016.csv~1.1319",NA,NA
"TRAF1","BCK_eIF4E_RIP_2016.csv~1.2445",NA,NA
"TRAF3","BCK_eIF4E_RIP_2016.csv~1.1597",NA,NA
"TRAF3IP1","BCK_eIF4E_RIP_2016.csv~1.3607",NA,NA
"TRAF5","BCK_eIF4E_RIP_2016.csv~1.234",NA,NA
"TRAF7","BCK_eIF4E_RIP_2016.csv~1.1336",NA,NA
"TRAFD1","BCK_eIF4E_RIP_2016.csv~1.1871",NA,NA
"TRAIP","BCK_eIF4E_RIP_2016.csv~1.2246",NA,NA
"TRAK1","BCK_eIF4E_RIP_2016.csv~1.1721",NA,NA
"TRAM2","BCK_eIF4E_RIP_2016.csv~1.2254",NA,NA
"TRANK1","BCK_eIF4E_RIP_2016.csv~1.2378",NA,NA
"TRAP1","BCK_eIF4E_RIP_2016.csv~1.952",NA,NA
"TRAPPC10","BCK_eIF4E_RIP_2016.csv~1.2469",NA,NA
"TREML2","BCK_eIF4E_RIP_2016.csv~1.3766",NA,NA
"TRERF1","BCK_eIF4E_RIP_2016.csv~1.3253",NA,NA
"TRIM14","BCK_eIF4E_RIP_2016.csv~1.3049",NA,NA
"TRIM16","BCK_eIF4E_RIP_2016.csv~1.3354",NA,"MG_eIF4E_OE_DSG_2018.csv~1.414"
"TRIM21","BCK_eIF4E_RIP_2016.csv~1.1831",NA,NA
"TRIM22","BCK_eIF4E_RIP_2016.csv~1.729",NA,NA
"TRIM25","BCK_eIF4E_RIP_2016.csv~1.2880",NA,NA
"TRIM26","BCK_eIF4E_RIP_2016.csv~1.430",NA,NA
"TRIM27","BCK_eIF4E_RIP_2016.csv~1.549",NA,NA
"TRIM3","BCK_eIF4E_RIP_2016.csv~1.3442",NA,NA
"TRIM35","BCK_eIF4E_RIP_2016.csv~1.1589",NA,NA
"TRIM37","BCK_eIF4E_RIP_2016.csv~1.210",NA,NA
"TRIM39","BCK_eIF4E_RIP_2016.csv~1.3172",NA,NA
"TRIM4","BCK_eIF4E_RIP_2016.csv~1.2057",NA,NA
"TRIM41","BCK_eIF4E_RIP_2016.csv~1.605",NA,"MG_eIF4E_OE_DSG_2018.csv~1.19"
"TRIM44","BCK_eIF4E_RIP_2016.csv~1.1675",NA,NA
"TRIM56","BCK_eIF4E_RIP_2016.csv~1.701",NA,NA
"TRIM62","BCK_eIF4E_RIP_2016.csv~1.3609",NA,NA
"TRIM65","BCK_eIF4E_RIP_2016.csv~1.1507",NA,NA
"TRIM66","BCK_eIF4E_RIP_2016.csv~1.3157",NA,NA
"TRIM68","BCK_eIF4E_RIP_2016.csv~1.2235",NA,NA
"TRIM8","BCK_eIF4E_RIP_2016.csv~1.853",NA,NA
"TRIOBP","BCK_eIF4E_RIP_2016.csv~1.2596",NA,NA
"TRIP10","BCK_eIF4E_RIP_2016.csv~1.2748",NA,NA
"TRIP11","BCK_eIF4E_RIP_2016.csv~1.421",NA,NA
"TRIP13","BCK_eIF4E_RIP_2016.csv~1.2989",NA,NA
"TRIP4","BCK_eIF4E_RIP_2016.csv~1.1774",NA,NA
"TRMT1","BCK_eIF4E_RIP_2016.csv~1.888",NA,NA
"TRMT2A","BCK_eIF4E_RIP_2016.csv~1.174",NA,NA
"TRMT44","BCK_eIF4E_RIP_2016.csv~1.2834",NA,NA
"TRMT6","BCK_eIF4E_RIP_2016.csv~1.400",NA,NA
"TRMU","BCK_eIF4E_RIP_2016.csv~1.2068",NA,NA
"TRO","BCK_eIF4E_RIP_2016.csv~1.3590",NA,NA
"TROAP","BCK_eIF4E_RIP_2016.csv~1.2428",NA,NA
"TRPC4AP","BCK_eIF4E_RIP_2016.csv~1.1397",NA,NA
"TRPV1","BCK_eIF4E_RIP_2016.csv~1.2344",NA,NA
"TRPV3","BCK_eIF4E_RIP_2016.csv~1.2226",NA,NA
"TRRAP","BCK_eIF4E_RIP_2016.csv~1.1797",NA,NA
"TSACC","BCK_eIF4E_RIP_2016.csv~1.3692",NA,NA
"TSC1","BCK_eIF4E_RIP_2016.csv~1.2794",NA,NA
"TSC2","BCK_eIF4E_RIP_2016.csv~1.750",NA,NA
"TSEN54","BCK_eIF4E_RIP_2016.csv~1.2495",NA,NA
"TSPAN14","BCK_eIF4E_RIP_2016.csv~1.961",NA,NA
"TSPAN18","BCK_eIF4E_RIP_2016.csv~1.2841",NA,NA
"TSPAN33","BCK_eIF4E_RIP_2016.csv~1.1988",NA,NA
"TSPAN9","BCK_eIF4E_RIP_2016.csv~1.3206",NA,NA
"TSPYL2","BCK_eIF4E_RIP_2016.csv~1.3249",NA,NA
"TSR1","BCK_eIF4E_RIP_2016.csv~1.1206",NA,NA
"TSR2","BCK_eIF4E_RIP_2016.csv~1.2964",NA,NA
"TSSK3","BCK_eIF4E_RIP_2016.csv~1.3706",NA,NA
"TSSK4","BCK_eIF4E_RIP_2016.csv~1.3565",NA,NA
"TSTA3","BCK_eIF4E_RIP_2016.csv~1.359",NA,NA
"TTC12","BCK_eIF4E_RIP_2016.csv~1.2594",NA,NA
"TTC13","BCK_eIF4E_RIP_2016.csv~1.617",NA,NA
"TTC17","BCK_eIF4E_RIP_2016.csv~1.12",NA,NA
"TTC21A","BCK_eIF4E_RIP_2016.csv~1.3377",NA,NA
"TTC25","BCK_eIF4E_RIP_2016.csv~1.3814",NA,NA
"TTC3","BCK_eIF4E_RIP_2016.csv~1.334",NA,NA
"TTC31","BCK_eIF4E_RIP_2016.csv~1.2261",NA,NA
"TTC3P1","BCK_eIF4E_RIP_2016.csv~1.3775",NA,NA
"TTC7A","BCK_eIF4E_RIP_2016.csv~1.1348",NA,NA
"TTC9","BCK_eIF4E_RIP_2016.csv~1.1656",NA,NA
"TTF2","BCK_eIF4E_RIP_2016.csv~1.1973",NA,NA
"TTL","BCK_eIF4E_RIP_2016.csv~1.1497",NA,NA
"TTLL1","BCK_eIF4E_RIP_2016.csv~1.3193",NA,NA
"TTLL12","BCK_eIF4E_RIP_2016.csv~1.1645",NA,NA
"TTLL13","BCK_eIF4E_RIP_2016.csv~1.3506",NA,NA
"TTLL3","BCK_eIF4E_RIP_2016.csv~1.3407",NA,NA
"TTLL4","BCK_eIF4E_RIP_2016.csv~1.2090",NA,NA
"TTLL5","BCK_eIF4E_RIP_2016.csv~1.221",NA,NA
"TTN","BCK_eIF4E_RIP_2016.csv~1.144",NA,NA
"TTYH2","BCK_eIF4E_RIP_2016.csv~1.3785",NA,NA
"TTYH3","BCK_eIF4E_RIP_2016.csv~1.3106",NA,NA
"TUBA8","BCK_eIF4E_RIP_2016.csv~1.3548",NA,NA
"TUBG1","BCK_eIF4E_RIP_2016.csv~1.2310",NA,NA
"TUBG2","BCK_eIF4E_RIP_2016.csv~1.3587",NA,NA
"TUBGCP2","BCK_eIF4E_RIP_2016.csv~1.1380",NA,NA
"TUBGCP3","BCK_eIF4E_RIP_2016.csv~1.1386",NA,NA
"TUBGCP4","BCK_eIF4E_RIP_2016.csv~1.881",NA,NA
"TUBGCP5","BCK_eIF4E_RIP_2016.csv~1.1125",NA,NA
"TUFT1","BCK_eIF4E_RIP_2016.csv~1.3364",NA,NA
"TULP3","BCK_eIF4E_RIP_2016.csv~1.3251",NA,NA
"TULP4","BCK_eIF4E_RIP_2016.csv~1.658",NA,NA
"TUT1","BCK_eIF4E_RIP_2016.csv~1.785",NA,NA
"TVP23A","BCK_eIF4E_RIP_2016.csv~1.3470",NA,NA
"TXLNA","BCK_eIF4E_RIP_2016.csv~1.2554",NA,NA
"TXLNB","BCK_eIF4E_RIP_2016.csv~1.318",NA,NA
"TXLNG","BCK_eIF4E_RIP_2016.csv~1.106",NA,NA
"TXN2","BCK_eIF4E_RIP_2016.csv~1.2762",NA,NA
"TXNDC11","BCK_eIF4E_RIP_2016.csv~1.497",NA,NA
"TXNRD2","BCK_eIF4E_RIP_2016.csv~1.2937",NA,NA
"TYK2","BCK_eIF4E_RIP_2016.csv~1.403",NA,NA
"TYMS","BCK_eIF4E_RIP_2016.csv~1.3569",NA,NA
"TYRO3","BCK_eIF4E_RIP_2016.csv~1.3280",NA,NA
"TYW1","BCK_eIF4E_RIP_2016.csv~1.362",NA,NA
"U2AF1","BCK_eIF4E_RIP_2016.csv~1.2672","JC list_4E interaction proteins.csv~1.61",NA
"U2AF2","BCK_eIF4E_RIP_2016.csv~1.717","JC list_4E interaction proteins.csv~1.59",NA
"UBA1","BCK_eIF4E_RIP_2016.csv~1.1702",NA,NA
"UBA7","BCK_eIF4E_RIP_2016.csv~1.159",NA,NA
"UBAC1","BCK_eIF4E_RIP_2016.csv~1.1959",NA,NA
"UBALD1","BCK_eIF4E_RIP_2016.csv~1.3476",NA,NA
"UBAP1","BCK_eIF4E_RIP_2016.csv~1.157",NA,"MG_eIF4E_OE_DSG_2018.csv~1.135"
"UBAP2","BCK_eIF4E_RIP_2016.csv~1.409",NA,NA
"UBAP2L","BCK_eIF4E_RIP_2016.csv~1.2779",NA,NA
"UBE2G2","BCK_eIF4E_RIP_2016.csv~1.2305",NA,NA
"UBE2I","BCK_eIF4E_RIP_2016.csv~1.207",NA,NA
"UBE2O","BCK_eIF4E_RIP_2016.csv~1.2522",NA,NA
"UBE2Q1","BCK_eIF4E_RIP_2016.csv~1.3006",NA,NA
"UBE2R2","BCK_eIF4E_RIP_2016.csv~1.1422",NA,NA
"UBE2Z","BCK_eIF4E_RIP_2016.csv~1.880",NA,NA
"UBE3B","BCK_eIF4E_RIP_2016.csv~1.2373",NA,NA
"UBE3C","BCK_eIF4E_RIP_2016.csv~1.196",NA,NA
"UBE4A","BCK_eIF4E_RIP_2016.csv~1.62",NA,NA
"UBE4B","BCK_eIF4E_RIP_2016.csv~1.627",NA,NA
"UBFD1","BCK_eIF4E_RIP_2016.csv~1.2426",NA,NA
"UBN1","BCK_eIF4E_RIP_2016.csv~1.3078",NA,NA
"UBP1","BCK_eIF4E_RIP_2016.csv~1.1850",NA,NA
"UBQLN4","BCK_eIF4E_RIP_2016.csv~1.3087",NA,NA
"UBR2","BCK_eIF4E_RIP_2016.csv~1.301",NA,NA
"UBR4","BCK_eIF4E_RIP_2016.csv~1.1568",NA,NA
"UBR7","BCK_eIF4E_RIP_2016.csv~1.1071",NA,NA
"UBTF","BCK_eIF4E_RIP_2016.csv~1.1393",NA,NA
"UBXN1","BCK_eIF4E_RIP_2016.csv~1.388",NA,NA
"UBXN11","BCK_eIF4E_RIP_2016.csv~1.1051",NA,NA
"UBXN4","BCK_eIF4E_RIP_2016.csv~1.368",NA,NA
"UBXN6","BCK_eIF4E_RIP_2016.csv~1.1761",NA,NA
"UBXN8","BCK_eIF4E_RIP_2016.csv~1.841",NA,NA
"UCHL1","BCK_eIF4E_RIP_2016.csv~1.2511",NA,NA
"UCKL1","BCK_eIF4E_RIP_2016.csv~1.1314",NA,NA
"UCP2","BCK_eIF4E_RIP_2016.csv~1.72",NA,NA
"UCP3","BCK_eIF4E_RIP_2016.csv~1.3496",NA,NA
"UFD1L","BCK_eIF4E_RIP_2016.csv~1.556",NA,NA
"UGDH","BCK_eIF4E_RIP_2016.csv~1.915",NA,NA
"UGGT1","BCK_eIF4E_RIP_2016.csv~1.541",NA,NA
"UHRF1BP1","BCK_eIF4E_RIP_2016.csv~1.354",NA,NA
"UHRF2","BCK_eIF4E_RIP_2016.csv~1.474",NA,NA
"ULBP1","BCK_eIF4E_RIP_2016.csv~1.3654",NA,NA
"ULK1","BCK_eIF4E_RIP_2016.csv~1.3059",NA,NA
"ULK3","BCK_eIF4E_RIP_2016.csv~1.1978",NA,NA
"UNC119B","BCK_eIF4E_RIP_2016.csv~1.1106",NA,NA
"UNC45A","BCK_eIF4E_RIP_2016.csv~1.784",NA,NA
"UNC5CL","BCK_eIF4E_RIP_2016.csv~1.3613",NA,NA
"UNC93B1","BCK_eIF4E_RIP_2016.csv~1.256",NA,NA
"UNK","BCK_eIF4E_RIP_2016.csv~1.1372",NA,NA
"UNKL","BCK_eIF4E_RIP_2016.csv~1.2112",NA,"MG_eIF4E_OE_DSG_2018.csv~1.188"
"UPF1","BCK_eIF4E_RIP_2016.csv~1.113",NA,NA
"UPF3A","BCK_eIF4E_RIP_2016.csv~1.2952",NA,NA
"UPF3B","BCK_eIF4E_RIP_2016.csv~1.2307",NA,NA
"UQCC1","BCK_eIF4E_RIP_2016.csv~1.439",NA,"MG_eIF4E_OE_DSG_2018.csv~1.78"
"URB1","BCK_eIF4E_RIP_2016.csv~1.1286",NA,NA
"URGCP","BCK_eIF4E_RIP_2016.csv~1.495",NA,NA
"UROS","BCK_eIF4E_RIP_2016.csv~1.2555",NA,NA
"USB1","BCK_eIF4E_RIP_2016.csv~1.3112",NA,NA
"USF1","BCK_eIF4E_RIP_2016.csv~1.827",NA,NA
"USF2","BCK_eIF4E_RIP_2016.csv~1.594",NA,NA
"USP10","BCK_eIF4E_RIP_2016.csv~1.684",NA,NA
"USP11","BCK_eIF4E_RIP_2016.csv~1.916",NA,NA
"USP13","BCK_eIF4E_RIP_2016.csv~1.1183",NA,NA
"USP21","BCK_eIF4E_RIP_2016.csv~1.980",NA,NA
"USP22","BCK_eIF4E_RIP_2016.csv~1.1427",NA,NA
"USP24","BCK_eIF4E_RIP_2016.csv~1.7",NA,NA
"USP28","BCK_eIF4E_RIP_2016.csv~1.429",NA,NA
"USP30","BCK_eIF4E_RIP_2016.csv~1.2614",NA,NA
"USP31","BCK_eIF4E_RIP_2016.csv~1.330",NA,NA
"USP32","BCK_eIF4E_RIP_2016.csv~1.584",NA,NA
"USP35","BCK_eIF4E_RIP_2016.csv~1.3577",NA,NA
"USP36","BCK_eIF4E_RIP_2016.csv~1.1723",NA,NA
"USP39","BCK_eIF4E_RIP_2016.csv~1.1277",NA,NA
"USP4","BCK_eIF4E_RIP_2016.csv~1.1478",NA,NA
"USP42","BCK_eIF4E_RIP_2016.csv~1.1531",NA,NA
"USP48","BCK_eIF4E_RIP_2016.csv~1.1195",NA,NA
"USP49","BCK_eIF4E_RIP_2016.csv~1.147",NA,NA
"USP5","BCK_eIF4E_RIP_2016.csv~1.351",NA,NA
"USP54","BCK_eIF4E_RIP_2016.csv~1.2920",NA,NA
"USP6NL","BCK_eIF4E_RIP_2016.csv~1.145",NA,NA
"USP7","BCK_eIF4E_RIP_2016.csv~1.1198",NA,NA
"UTP14A","BCK_eIF4E_RIP_2016.csv~1.1466",NA,NA
"UTP3","BCK_eIF4E_RIP_2016.csv~1.641",NA,NA
"UTP6","BCK_eIF4E_RIP_2016.csv~1.1727",NA,NA
"UTRN","BCK_eIF4E_RIP_2016.csv~1.810",NA,NA
"UVRAG","BCK_eIF4E_RIP_2016.csv~1.779",NA,NA
"UVSSA","BCK_eIF4E_RIP_2016.csv~1.2735",NA,NA
