"Row","GeneID","geneSymbol"
"BCK_eIF4E_RIP_2016.csv~1.1936","ENSG00000186951","PPARA"
"BCK_eIF4E_RIP_2016.csv~1.1937","ENSG00000134324","LPIN1"
"BCK_eIF4E_RIP_2016.csv~1.1938","ENSG00000133961","NUMB"
"BCK_eIF4E_RIP_2016.csv~1.1939","ENSG00000124831","LRRFIP1"
"BCK_eIF4E_RIP_2016.csv~1.1940","ENSG00000148200","NR6A1"
"BCK_eIF4E_RIP_2016.csv~1.1941","ENSG00000206282","RGL2"
"BCK_eIF4E_RIP_2016.csv~1.1942","ENSG00000071054","MAP4K4"
"BCK_eIF4E_RIP_2016.csv~1.1943","ENSG00000197912","SPG7"
"BCK_eIF4E_RIP_2016.csv~1.1944","ENSG00000142599","RERE"
"BCK_eIF4E_RIP_2016.csv~1.1945","ENSG00000110619","CARS"
"BCK_eIF4E_RIP_2016.csv~1.1946","ENSG00000166582","CENPV"
"BCK_eIF4E_RIP_2016.csv~1.1947","ENSG00000106100","NOD1"
"BCK_eIF4E_RIP_2016.csv~1.1948","ENSG00000127526","SLC35E1"
"BCK_eIF4E_RIP_2016.csv~1.1949","ENSG00000131351","HAUS8"
"BCK_eIF4E_RIP_2016.csv~1.1950","ENSG00000243335","KCTD7"
"BCK_eIF4E_RIP_2016.csv~1.1951","ENSG00000166145","SPINT1"
"BCK_eIF4E_RIP_2016.csv~1.1952","ENSG00000172349","IL16"
"BCK_eIF4E_RIP_2016.csv~1.1953","ENSG00000203485","INF2"
"BCK_eIF4E_RIP_2016.csv~1.1954","ENSG00000110395","CBL"
"BCK_eIF4E_RIP_2016.csv~1.1955","ENSG00000166387","PPFIBP2"
"BCK_eIF4E_RIP_2016.csv~1.1956","ENSG00000072210","ALDH3A2"
"BCK_eIF4E_RIP_2016.csv~1.1957","ENSG00000100650","SRSF5"
"BCK_eIF4E_RIP_2016.csv~1.1958","ENSG00000094631","HDAC6"
"BCK_eIF4E_RIP_2016.csv~1.1959","ENSG00000130560","UBAC1"
"BCK_eIF4E_RIP_2016.csv~1.1960","ENSG00000103534","TMC5"
"BCK_eIF4E_RIP_2016.csv~1.1961","ENSG00000163126","ANKRD23"
"BCK_eIF4E_RIP_2016.csv~1.1962","ENSG00000142687","KIAA0319L"
"BCK_eIF4E_RIP_2016.csv~1.1963","ENSG00000134802","SLC43A3"
"BCK_eIF4E_RIP_2016.csv~1.1964","ENSG00000105486","LIG1"
"BCK_eIF4E_RIP_2016.csv~1.1965","ENSG00000005844","ITGAL"
"BCK_eIF4E_RIP_2016.csv~1.1966","ENSG00000104783","KCNN4"
"BCK_eIF4E_RIP_2016.csv~1.1967","ENSG00000070770","CSNK2A2"
"BCK_eIF4E_RIP_2016.csv~1.1968","ENSG00000143379","SETDB1"
"BCK_eIF4E_RIP_2016.csv~1.1969","ENSG00000204160","ZDHHC18"
"BCK_eIF4E_RIP_2016.csv~1.1970","ENSG00000163161","ERCC3"
"BCK_eIF4E_RIP_2016.csv~1.1971","ENSG00000182087","TMEM259"
"BCK_eIF4E_RIP_2016.csv~1.1972","ENSG00000165684","SNAPC4"
"BCK_eIF4E_RIP_2016.csv~1.1973","ENSG00000116830","TTF2"
"BCK_eIF4E_RIP_2016.csv~1.1974","ENSG00000206320","AGER"
"BCK_eIF4E_RIP_2016.csv~1.1975","ENSG00000172936","MYD88"
"BCK_eIF4E_RIP_2016.csv~1.1976","ENSG00000101337","TM9SF4"
"BCK_eIF4E_RIP_2016.csv~1.1977","ENSG00000139645","ANKRD52"
"BCK_eIF4E_RIP_2016.csv~1.1978","ENSG00000140474","ULK3"
"BCK_eIF4E_RIP_2016.csv~1.1979","ENSG00000003756","RBM5"
"BCK_eIF4E_RIP_2016.csv~1.1980","ENSG00000164362","TERT"
"BCK_eIF4E_RIP_2016.csv~1.1981","ENSG00000135677","GNS"
"BCK_eIF4E_RIP_2016.csv~1.1982","ENSG00000168137","SETD5"
"BCK_eIF4E_RIP_2016.csv~1.1983","ENSG00000144711","IQSEC1"
"BCK_eIF4E_RIP_2016.csv~1.1984","ENSG00000119403","PHF19"
"BCK_eIF4E_RIP_2016.csv~1.1985","ENSG00000188779","SKOR1"
"BCK_eIF4E_RIP_2016.csv~1.1986","ENSG00000206487","C6orf136"
"BCK_eIF4E_RIP_2016.csv~1.1987","ENSG00000143486","EIF2D"
"BCK_eIF4E_RIP_2016.csv~1.1988","ENSG00000158457","TSPAN33"
"BCK_eIF4E_RIP_2016.csv~1.1989","ENSG00000117395","EBNA1BP2"
"BCK_eIF4E_RIP_2016.csv~1.1990","ENSG00000160219","GAB3"
"BCK_eIF4E_RIP_2016.csv~1.1991","ENSG00000213397","HAUS7"
"BCK_eIF4E_RIP_2016.csv~1.1992","ENSG00000196510","ANAPC7"
"BCK_eIF4E_RIP_2016.csv~1.1993","ENSG00000131504","DIAPH1"
"BCK_eIF4E_RIP_2016.csv~1.1994","ENSG00000156711","MAPK13"
"BCK_eIF4E_RIP_2016.csv~1.1995","ENSG00000112759","SLC29A1"
"BCK_eIF4E_RIP_2016.csv~1.1996","ENSG00000134222","PSRC1"
"BCK_eIF4E_RIP_2016.csv~1.1997","ENSG00000198742","SMURF1"
"BCK_eIF4E_RIP_2016.csv~1.1998","ENSG00000128731","HERC2"
"BCK_eIF4E_RIP_2016.csv~1.1999","ENSG00000105339","DENND3"
"BCK_eIF4E_RIP_2016.csv~1.2000","ENSG00000125885","MCM8"
"BCK_eIF4E_RIP_2016.csv~1.2001","ENSG00000143374","TARS2"
"BCK_eIF4E_RIP_2016.csv~1.2002","ENSG00000008838","MED24"
"BCK_eIF4E_RIP_2016.csv~1.2003","ENSG00000133884","DPF2"
"BCK_eIF4E_RIP_2016.csv~1.2004","ENSG00000131368","MRPS25"
"BCK_eIF4E_RIP_2016.csv~1.2005","ENSG00000100418","DESI1"
"BCK_eIF4E_RIP_2016.csv~1.2006","ENSG00000063761","ADCK1"
"BCK_eIF4E_RIP_2016.csv~1.2007","ENSG00000087087","SRRT"
"BCK_eIF4E_RIP_2016.csv~1.2008","ENSG00000090316","MAEA"
"BCK_eIF4E_RIP_2016.csv~1.2009","ENSG00000100591","AHSA1"
"BCK_eIF4E_RIP_2016.csv~1.2010","ENSG00000141002","TCF25"
"BCK_eIF4E_RIP_2016.csv~1.2011","ENSG00000101158","NELFCD"
"BCK_eIF4E_RIP_2016.csv~1.2012","ENSG00000197256","KANK2"
"BCK_eIF4E_RIP_2016.csv~1.2013","ENSG00000111364","DDX55"
"BCK_eIF4E_RIP_2016.csv~1.2014","ENSG00000176531","PHLDB3"
"BCK_eIF4E_RIP_2016.csv~1.2015","ENSG00000106244","PDAP1"
"BCK_eIF4E_RIP_2016.csv~1.2016","ENSG00000132004","FBXW9"
"BCK_eIF4E_RIP_2016.csv~1.2017","ENSG00000135074","ADAM19"
"BCK_eIF4E_RIP_2016.csv~1.2018","ENSG00000170631","ZNF16"
"BCK_eIF4E_RIP_2016.csv~1.2019","ENSG00000095319","NUP188"
"BCK_eIF4E_RIP_2016.csv~1.2020","ENSG00000099308","MAST3"
"BCK_eIF4E_RIP_2016.csv~1.2021","ENSG00000040933","INPP4A"
"BCK_eIF4E_RIP_2016.csv~1.2022","ENSG00000148814","LRRC27"
"BCK_eIF4E_RIP_2016.csv~1.2023","ENSG00000156030","ELMSAN1"
"BCK_eIF4E_RIP_2016.csv~1.2024","ENSG00000116350","SRSF4"
"BCK_eIF4E_RIP_2016.csv~1.2025","ENSG00000090861","AARS"
"BCK_eIF4E_RIP_2016.csv~1.2026","ENSG00000092421","SEMA6A"
"BCK_eIF4E_RIP_2016.csv~1.2027","ENSG00000080947","CROCCP3"
"BCK_eIF4E_RIP_2016.csv~1.2028","ENSG00000170581","STAT2"
"BCK_eIF4E_RIP_2016.csv~1.2029","ENSG00000256061","DYX1C1"
"BCK_eIF4E_RIP_2016.csv~1.2030","ENSG00000135124","P2RX4"
"BCK_eIF4E_RIP_2016.csv~1.2031","ENSG00000186815","TPCN1"
"BCK_eIF4E_RIP_2016.csv~1.2032","ENSG00000140398","NEIL1"
"BCK_eIF4E_RIP_2016.csv~1.2033","ENSG00000134046","MBD2"
"BCK_eIF4E_RIP_2016.csv~1.2034","ENSG00000114302","PRKAR2A"
"BCK_eIF4E_RIP_2016.csv~1.2035","ENSG00000143514","TP53BP2"
"BCK_eIF4E_RIP_2016.csv~1.2036","ENSG00000133226","SRRM1"
"BCK_eIF4E_RIP_2016.csv~1.2037","ENSG00000131149","GSE1"
"BCK_eIF4E_RIP_2016.csv~1.2038","ENSG00000167461","RAB8A"
"BCK_eIF4E_RIP_2016.csv~1.2039","ENSG00000168090","COPS6"
"BCK_eIF4E_RIP_2016.csv~1.2040","ENSG00000149485","FADS1"
"BCK_eIF4E_RIP_2016.csv~1.2041","ENSG00000146067","FAM193B"
"BCK_eIF4E_RIP_2016.csv~1.2042","ENSG00000111445","RFC5"
"BCK_eIF4E_RIP_2016.csv~1.2043","ENSG00000084070","SMAP2"
"BCK_eIF4E_RIP_2016.csv~1.2044","ENSG00000130703","OSBPL2"
"BCK_eIF4E_RIP_2016.csv~1.2045","ENSG00000129187","DCTD"
"BCK_eIF4E_RIP_2016.csv~1.2046","ENSG00000187531","SIRT7"
"BCK_eIF4E_RIP_2016.csv~1.2047","ENSG00000114982","KANSL3"
"BCK_eIF4E_RIP_2016.csv~1.2048","ENSG00000160209","PDXK"
"BCK_eIF4E_RIP_2016.csv~1.2049","ENSG00000113971","NPHP3"
"BCK_eIF4E_RIP_2016.csv~1.2050","ENSG00000070061","IKBKAP"
"BCK_eIF4E_RIP_2016.csv~1.2051","ENSG00000132612","VPS4A"
"BCK_eIF4E_RIP_2016.csv~1.2052","ENSG00000174437","ATP2A2"
"BCK_eIF4E_RIP_2016.csv~1.2053","ENSG00000081791","KIAA0141"
"BCK_eIF4E_RIP_2016.csv~1.2054","ENSG00000147140","NONO"
"BCK_eIF4E_RIP_2016.csv~1.2055","ENSG00000197555","SIPA1L1"
"BCK_eIF4E_RIP_2016.csv~1.2056","ENSG00000185686","PRAME"
"BCK_eIF4E_RIP_2016.csv~1.2057","ENSG00000146833","TRIM4"
"BCK_eIF4E_RIP_2016.csv~1.2058","ENSG00000142794","NBPF3"
"BCK_eIF4E_RIP_2016.csv~1.2059","ENSG00000186575","NF2"
"BCK_eIF4E_RIP_2016.csv~1.2060","ENSG00000186517","ARHGAP30"
"BCK_eIF4E_RIP_2016.csv~1.2061","ENSG00000236624","CCDC163P"
"BCK_eIF4E_RIP_2016.csv~1.2062","ENSG00000177192","PUS1"
"BCK_eIF4E_RIP_2016.csv~1.2063","ENSG00000198933","TBKBP1"
"BCK_eIF4E_RIP_2016.csv~1.2064","ENSG00000139990","DCAF5"
"BCK_eIF4E_RIP_2016.csv~1.2065","ENSG00000122515","ZMIZ2"
"BCK_eIF4E_RIP_2016.csv~1.2066","ENSG00000144043","TEX261"
"BCK_eIF4E_RIP_2016.csv~1.2067","ENSG00000104885","DOT1L"
"BCK_eIF4E_RIP_2016.csv~1.2068","ENSG00000100416","TRMU"
"BCK_eIF4E_RIP_2016.csv~1.2069","ENSG00000142327","RNPEPL1"
"BCK_eIF4E_RIP_2016.csv~1.2070","ENSG00000068971","PPP2R5B"
"BCK_eIF4E_RIP_2016.csv~1.2071","ENSG00000101224","CDC25B"
"BCK_eIF4E_RIP_2016.csv~1.2072","ENSG00000109920","FNBP4"
"BCK_eIF4E_RIP_2016.csv~1.2073","ENSG00000013364","MVP"
"BCK_eIF4E_RIP_2016.csv~1.2074","ENSG00000139428","MMAB"
"BCK_eIF4E_RIP_2016.csv~1.2075","ENSG00000022840","RNF10"
"BCK_eIF4E_RIP_2016.csv~1.2076","ENSG00000100350","FOXRED2"
"BCK_eIF4E_RIP_2016.csv~1.2077","ENSG00000163950","SLBP"
"BCK_eIF4E_RIP_2016.csv~1.2078","ENSG00000100889","PCK2"
"BCK_eIF4E_RIP_2016.csv~1.2079","ENSG00000038219","BOD1L1"
"BCK_eIF4E_RIP_2016.csv~1.2080","ENSG00000167258","CDK12"
"BCK_eIF4E_RIP_2016.csv~1.2081","ENSG00000168395","ING5"
"BCK_eIF4E_RIP_2016.csv~1.2082","ENSG00000183323","CCDC125"
"BCK_eIF4E_RIP_2016.csv~1.2083","ENSG00000102882","MAPK3"
"BCK_eIF4E_RIP_2016.csv~1.2084","ENSG00000161526","SAP30BP"
"BCK_eIF4E_RIP_2016.csv~1.2085","ENSG00000166507","NDST2"
"BCK_eIF4E_RIP_2016.csv~1.2086","ENSG00000181035","SLC25A42"
"BCK_eIF4E_RIP_2016.csv~1.2087","ENSG00000140995","DEF8"
"BCK_eIF4E_RIP_2016.csv~1.2088","ENSG00000140943","MBTPS1"
"BCK_eIF4E_RIP_2016.csv~1.2089","ENSG00000169136","ATF5"
"BCK_eIF4E_RIP_2016.csv~1.2090","ENSG00000135912","TTLL4"
"BCK_eIF4E_RIP_2016.csv~1.2091","ENSG00000101191","DIDO1"
"BCK_eIF4E_RIP_2016.csv~1.2092","ENSG00000198917","C9orf114"
"BCK_eIF4E_RIP_2016.csv~1.2093","ENSG00000031823","RANBP3"
"BCK_eIF4E_RIP_2016.csv~1.2094","ENSG00000174915","PTDSS2"
"BCK_eIF4E_RIP_2016.csv~1.2095","ENSG00000170037","CNTROB"
"BCK_eIF4E_RIP_2016.csv~1.2096","ENSG00000263192","CCDC84"
"BCK_eIF4E_RIP_2016.csv~1.2097","ENSG00000152192","POU4F1"
"BCK_eIF4E_RIP_2016.csv~1.2098","ENSG00000156873","PHKG2"
"BCK_eIF4E_RIP_2016.csv~1.2099","ENSG00000128604","IRF5"
"BCK_eIF4E_RIP_2016.csv~1.2100","ENSG00000166716","ZNF592"
"BCK_eIF4E_RIP_2016.csv~1.2101","ENSG00000196378","ZNF34"
"BCK_eIF4E_RIP_2016.csv~1.2102","ENSG00000105663","KMT2B"
"BCK_eIF4E_RIP_2016.csv~1.2103","ENSG00000104824","HNRNPL"
"BCK_eIF4E_RIP_2016.csv~1.2104","ENSG00000124571","XPO5"
"BCK_eIF4E_RIP_2016.csv~1.2105","ENSG00000130396","MLLT4"
"BCK_eIF4E_RIP_2016.csv~1.2106","ENSG00000124181","PLCG1"
"BCK_eIF4E_RIP_2016.csv~1.2107","ENSG00000235703","LINC00894"
"BCK_eIF4E_RIP_2016.csv~1.2108","ENSG00000106479","ZNF862"
"BCK_eIF4E_RIP_2016.csv~1.2109","ENSG00000110931","CAMKK2"
"BCK_eIF4E_RIP_2016.csv~1.2110","ENSG00000188895","MSL1"
"BCK_eIF4E_RIP_2016.csv~1.2111","ENSG00000196296","ATP2A1"
"BCK_eIF4E_RIP_2016.csv~1.2112","ENSG00000059145","UNKL"
"BCK_eIF4E_RIP_2016.csv~1.2113","ENSG00000092847","AGO1"
"BCK_eIF4E_RIP_2016.csv~1.2114","ENSG00000100462","PRMT5"
"BCK_eIF4E_RIP_2016.csv~1.2115","ENSG00000261721","GRINA"
"BCK_eIF4E_RIP_2016.csv~1.2116","ENSG00000166394","CYB5R2"
"BCK_eIF4E_RIP_2016.csv~1.2117","ENSG00000140688","C16orf58"
"BCK_eIF4E_RIP_2016.csv~1.2118","ENSG00000184083","FAM120C"
"BCK_eIF4E_RIP_2016.csv~1.2119","ENSG00000127957","PMS2P3"
"BCK_eIF4E_RIP_2016.csv~1.2120","ENSG00000160410","SHKBP1"
"BCK_eIF4E_RIP_2016.csv~1.2121","ENSG00000104915","STX10"
"BCK_eIF4E_RIP_2016.csv~1.2122","ENSG00000020577","SAMD4A"
"BCK_eIF4E_RIP_2016.csv~1.2123","ENSG00000106397","PLOD3"
"BCK_eIF4E_RIP_2016.csv~1.2124","ENSG00000081177","EXD2"
"BCK_eIF4E_RIP_2016.csv~1.2125","ENSG00000142002","DPP9"
"BCK_eIF4E_RIP_2016.csv~1.2126","ENSG00000100296","THOC5"
"BCK_eIF4E_RIP_2016.csv~1.2127","ENSG00000106144","CASP2"
"BCK_eIF4E_RIP_2016.csv~1.2128","ENSG00000181790","BAI1"
"BCK_eIF4E_RIP_2016.csv~1.2129","ENSG00000119392","GLE1"
"BCK_eIF4E_RIP_2016.csv~1.2130","ENSG00000042445","RETSAT"
"BCK_eIF4E_RIP_2016.csv~1.2131","ENSG00000013288","MAN2B2"
"BCK_eIF4E_RIP_2016.csv~1.2132","ENSG00000168763","CNNM3"
"BCK_eIF4E_RIP_2016.csv~1.2133","ENSG00000103811","CTSH"
"BCK_eIF4E_RIP_2016.csv~1.2134","ENSG00000166261","ZNF202"
"BCK_eIF4E_RIP_2016.csv~1.2135","ENSG00000173120","KDM2A"
"BCK_eIF4E_RIP_2016.csv~1.2136","ENSG00000197362","ZNF786"
"BCK_eIF4E_RIP_2016.csv~1.2137","ENSG00000257950","P2RX5-TAX1BP3"
"BCK_eIF4E_RIP_2016.csv~1.2138","ENSG00000144791","LIMD1"
"BCK_eIF4E_RIP_2016.csv~1.2139","ENSG00000108578","BLMH"
"BCK_eIF4E_RIP_2016.csv~1.2140","ENSG00000061273","HDAC7"
"BCK_eIF4E_RIP_2016.csv~1.2141","ENSG00000163166","IWS1"
"BCK_eIF4E_RIP_2016.csv~1.2142","ENSG00000074755","ZZEF1"
"BCK_eIF4E_RIP_2016.csv~1.2143","ENSG00000167543","TP53I13"
"BCK_eIF4E_RIP_2016.csv~1.2144","ENSG00000167962","ZNF598"
"BCK_eIF4E_RIP_2016.csv~1.2145","ENSG00000127080","IPPK"
"BCK_eIF4E_RIP_2016.csv~1.2146","ENSG00000157259","GATAD1"
"BCK_eIF4E_RIP_2016.csv~1.2147","ENSG00000123836","PFKFB2"
"BCK_eIF4E_RIP_2016.csv~1.2148","ENSG00000241258","CRCP"
"BCK_eIF4E_RIP_2016.csv~1.2149","ENSG00000145819","ARHGAP26"
"BCK_eIF4E_RIP_2016.csv~1.2150","ENSG00000129680","MAP7D3"
"BCK_eIF4E_RIP_2016.csv~1.2151","ENSG00000007047","MARK4"
"BCK_eIF4E_RIP_2016.csv~1.2152","ENSG00000100027","YPEL1"
"BCK_eIF4E_RIP_2016.csv~1.2153","ENSG00000157895","C12orf43"
"BCK_eIF4E_RIP_2016.csv~1.2154","ENSG00000184465","WDR27"
"BCK_eIF4E_RIP_2016.csv~1.2155","ENSG00000105202","FBL"
"BCK_eIF4E_RIP_2016.csv~1.2156","ENSG00000187239","FNBP1"
"BCK_eIF4E_RIP_2016.csv~1.2157","ENSG00000184634","MED12"
"BCK_eIF4E_RIP_2016.csv~1.2158","ENSG00000133065","SLC41A1"
"BCK_eIF4E_RIP_2016.csv~1.2159","ENSG00000131795","RBM8A"
"BCK_eIF4E_RIP_2016.csv~1.2160","ENSG00000189077","TMEM120A"
"BCK_eIF4E_RIP_2016.csv~1.2161","ENSG00000141551","CSNK1D"
"BCK_eIF4E_RIP_2016.csv~1.2162","ENSG00000185220","PGBD2"
"BCK_eIF4E_RIP_2016.csv~1.2163","ENSG00000131748","STARD3"
"BCK_eIF4E_RIP_2016.csv~1.2164","ENSG00000114770","ABCC5"
"BCK_eIF4E_RIP_2016.csv~1.2165","ENSG00000162231","NXF1"
"BCK_eIF4E_RIP_2016.csv~1.2166","ENSG00000187097","ENTPD5"
"BCK_eIF4E_RIP_2016.csv~1.2167","ENSG00000076382","SPAG5"
"BCK_eIF4E_RIP_2016.csv~1.2168","ENSG00000048707","VPS13D"
"BCK_eIF4E_RIP_2016.csv~1.2169","ENSG00000079308","TNS1"
"BCK_eIF4E_RIP_2016.csv~1.2170","ENSG00000182979","MTA1"
"BCK_eIF4E_RIP_2016.csv~1.2171","ENSG00000085978","ATG16L1"
"BCK_eIF4E_RIP_2016.csv~1.2172","ENSG00000197386","HTT"
"BCK_eIF4E_RIP_2016.csv~1.2173","ENSG00000101849","TBL1X"
"BCK_eIF4E_RIP_2016.csv~1.2174","ENSG00000148840","PPRC1"
"BCK_eIF4E_RIP_2016.csv~1.2175","ENSG00000166123","GPT2"
"BCK_eIF4E_RIP_2016.csv~1.2176","ENSG00000254901","MEF2BNB"
"BCK_eIF4E_RIP_2016.csv~1.2177","ENSG00000134013","LOXL2"
"BCK_eIF4E_RIP_2016.csv~1.2178","ENSG00000128016","ZFP36"
"BCK_eIF4E_RIP_2016.csv~1.2179","ENSG00000176619","LMNB2"
"BCK_eIF4E_RIP_2016.csv~1.2180","ENSG00000172432","GTPBP2"
"BCK_eIF4E_RIP_2016.csv~1.2181","ENSG00000183020","AP2A2"
"BCK_eIF4E_RIP_2016.csv~1.2182","ENSG00000147133","TAF1"
"BCK_eIF4E_RIP_2016.csv~1.2183","ENSG00000104998","IL27RA"
"BCK_eIF4E_RIP_2016.csv~1.2184","ENSG00000213983","AP1G2"
"BCK_eIF4E_RIP_2016.csv~1.2185","ENSG00000151502","VPS26B"
"BCK_eIF4E_RIP_2016.csv~1.2186","ENSG00000028528","SNX1"
"BCK_eIF4E_RIP_2016.csv~1.2187","ENSG00000185386","MAPK11"
"BCK_eIF4E_RIP_2016.csv~1.2188","ENSG00000260117","CHAMP1"
"BCK_eIF4E_RIP_2016.csv~1.2189","ENSG00000173064","HECTD4"
"BCK_eIF4E_RIP_2016.csv~1.2190","ENSG00000108465","CDK5RAP3"
"BCK_eIF4E_RIP_2016.csv~1.2191","ENSG00000154229","PRKCA"
"BCK_eIF4E_RIP_2016.csv~1.2192","ENSG00000134569","LRP4"
"BCK_eIF4E_RIP_2016.csv~1.2193","ENSG00000102316","MAGED2"
"BCK_eIF4E_RIP_2016.csv~1.2194","ENSG00000159348","CYB5R1"
"BCK_eIF4E_RIP_2016.csv~1.2195","ENSG00000090097","PCBP4"
"BCK_eIF4E_RIP_2016.csv~1.2196","ENSG00000164053","ATRIP"
"BCK_eIF4E_RIP_2016.csv~1.2197","ENSG00000068489","PRR11"
"BCK_eIF4E_RIP_2016.csv~1.2198","ENSG00000047849","MAP4"
"BCK_eIF4E_RIP_2016.csv~1.2199","ENSG00000206324","AGPAT1"
"BCK_eIF4E_RIP_2016.csv~1.2200","ENSG00000123159","GIPC1"
"BCK_eIF4E_RIP_2016.csv~1.2201","ENSG00000105173","CCNE1"
"BCK_eIF4E_RIP_2016.csv~1.2202","ENSG00000162836","ACP6"
"BCK_eIF4E_RIP_2016.csv~1.2203","ENSG00000133056","PIK3C2B"
"BCK_eIF4E_RIP_2016.csv~1.2204","ENSG00000185722","ANKFY1"
"BCK_eIF4E_RIP_2016.csv~1.2205","ENSG00000110721","CHKA"
"BCK_eIF4E_RIP_2016.csv~1.2206","ENSG00000137200","CMTR1"
"BCK_eIF4E_RIP_2016.csv~1.2207","ENSG00000142197","DOPEY2"
"BCK_eIF4E_RIP_2016.csv~1.2208","ENSG00000140548","ZNF710"
"BCK_eIF4E_RIP_2016.csv~1.2209","ENSG00000104859","CLASRP"
"BCK_eIF4E_RIP_2016.csv~1.2210","ENSG00000189233","NUGGC"
"BCK_eIF4E_RIP_2016.csv~1.2211","ENSG00000071462","WBSCR22"
"BCK_eIF4E_RIP_2016.csv~1.2212","ENSG00000204991","SPIRE2"
"BCK_eIF4E_RIP_2016.csv~1.2213","ENSG00000174111","SOCS7"
"BCK_eIF4E_RIP_2016.csv~1.2214","ENSG00000103319","EEF2K"
"BCK_eIF4E_RIP_2016.csv~1.2215","ENSG00000163386","NBPF10"
"BCK_eIF4E_RIP_2016.csv~1.2216","ENSG00000118058","KMT2A"
"BCK_eIF4E_RIP_2016.csv~1.2217","ENSG00000156983","BRPF1"
"BCK_eIF4E_RIP_2016.csv~1.2218","ENSG00000168066","SF1"
"BCK_eIF4E_RIP_2016.csv~1.2219","ENSG00000168884","TNIP2"
"BCK_eIF4E_RIP_2016.csv~1.2220","ENSG00000129646","QRICH2"
"BCK_eIF4E_RIP_2016.csv~1.2221","ENSG00000197451","HNRNPAB"
"BCK_eIF4E_RIP_2016.csv~1.2222","ENSG00000213390","ARHGAP19"
"BCK_eIF4E_RIP_2016.csv~1.2223","ENSG00000105341","ATP5SL"
"BCK_eIF4E_RIP_2016.csv~1.2224","ENSG00000180104","EXOC3"
"BCK_eIF4E_RIP_2016.csv~1.2225","ENSG00000196517","SLC6A9"
"BCK_eIF4E_RIP_2016.csv~1.2226","ENSG00000167723","TRPV3"
"BCK_eIF4E_RIP_2016.csv~1.2227","ENSG00000135372","NAT10"
"BCK_eIF4E_RIP_2016.csv~1.2228","ENSG00000087266","SH3BP2"
"BCK_eIF4E_RIP_2016.csv~1.2229","ENSG00000152556","PFKM"
"BCK_eIF4E_RIP_2016.csv~1.2230","ENSG00000157379","DHRS1"
"BCK_eIF4E_RIP_2016.csv~1.2231","ENSG00000126883","NUP214"
"BCK_eIF4E_RIP_2016.csv~1.2232","ENSG00000112293","GPLD1"
"BCK_eIF4E_RIP_2016.csv~1.2233","ENSG00000133895","MEN1"
"BCK_eIF4E_RIP_2016.csv~1.2234","ENSG00000160741","CRTC2"
"BCK_eIF4E_RIP_2016.csv~1.2235","ENSG00000167333","TRIM68"
"BCK_eIF4E_RIP_2016.csv~1.2236","ENSG00000136699","SMPD4"
"BCK_eIF4E_RIP_2016.csv~1.2237","ENSG00000169733","RFNG"
"BCK_eIF4E_RIP_2016.csv~1.2238","ENSG00000160294","MCM3AP"
"BCK_eIF4E_RIP_2016.csv~1.2239","ENSG00000037757","MRI1"
"BCK_eIF4E_RIP_2016.csv~1.2240","ENSG00000127249","ATP13A4"
"BCK_eIF4E_RIP_2016.csv~1.2241","ENSG00000167280","ENGASE"
"BCK_eIF4E_RIP_2016.csv~1.2242","ENSG00000096070","BRPF3"
"BCK_eIF4E_RIP_2016.csv~1.2243","ENSG00000065000","AP3D1"
"BCK_eIF4E_RIP_2016.csv~1.2244","ENSG00000110987","BCL7A"
"BCK_eIF4E_RIP_2016.csv~1.2245","ENSG00000062598","ELMO2"
"BCK_eIF4E_RIP_2016.csv~1.2246","ENSG00000183763","TRAIP"
"BCK_eIF4E_RIP_2016.csv~1.2247","ENSG00000130827","PLXNA3"
"BCK_eIF4E_RIP_2016.csv~1.2248","ENSG00000158863","FAM160B2"
"BCK_eIF4E_RIP_2016.csv~1.2249","ENSG00000236850","BMS1P20"
"BCK_eIF4E_RIP_2016.csv~1.2250","ENSG00000078900","TP73"
"BCK_eIF4E_RIP_2016.csv~1.2251","ENSG00000090615","GOLGA3"
"BCK_eIF4E_RIP_2016.csv~1.2252","ENSG00000165688","PMPCA"
"BCK_eIF4E_RIP_2016.csv~1.2253","ENSG00000132522","GPS2"
"BCK_eIF4E_RIP_2016.csv~1.2254","ENSG00000065308","TRAM2"
"BCK_eIF4E_RIP_2016.csv~1.2255","ENSG00000111674","ENO2"
"BCK_eIF4E_RIP_2016.csv~1.2256","ENSG00000144749","LRIG1"
"BCK_eIF4E_RIP_2016.csv~1.2257","ENSG00000130158","DOCK6"
"BCK_eIF4E_RIP_2016.csv~1.2258","ENSG00000123933","MXD4"
"BCK_eIF4E_RIP_2016.csv~1.2259","ENSG00000172375","C2CD2L"
"BCK_eIF4E_RIP_2016.csv~1.2260","ENSG00000169375","SIN3A"
"BCK_eIF4E_RIP_2016.csv~1.2261","ENSG00000115282","TTC31"
"BCK_eIF4E_RIP_2016.csv~1.2262","ENSG00000162650","ATXN7L2"
"BCK_eIF4E_RIP_2016.csv~1.2263","ENSG00000148339","SLC25A25"
"BCK_eIF4E_RIP_2016.csv~1.2264","ENSG00000114648","KLHL18"
"BCK_eIF4E_RIP_2016.csv~1.2265","ENSG00000010671","BTK"
"BCK_eIF4E_RIP_2016.csv~1.2266","ENSG00000130024","PHF10"
"BCK_eIF4E_RIP_2016.csv~1.2267","ENSG00000034152","MAP2K3"
"BCK_eIF4E_RIP_2016.csv~1.2268","ENSG00000115568","ZNF142"
